Price,Bedroom,Bathroom,Floors,Neighborhood_encoded,Has_Air_condition,Has_Backyard,Has_Balcony,Has_Cafeteria,Has_Cctv,Has_Deck,Has_Drainage,Has_Electricity_backup,Has_Fencing,Has_Frontyard,Has_Garage,Has_Garden,Has_Gym,Has_Intercom,Has_Internet,Has_Jacuzzi,Has_Kids_playground,Has_Lawn,Has_Lift,Has_Maintenance,Has_Microwave,Has_Modular_kitchen,Has_Parking,Has_Security_staff,Has_Solar_water,Has_Store_room,Has_Swimming_pool,Has_Tv_cable,Has_Washing_machine,Has_Water_supply,Has_Water_tank,Has_Water_well,Has_Wifi,Area_Aana,City_encoded,Face_encoded,Road Type_encoded,Log_Price
40000000.0,7,6.4500000000000455,4.0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,9,0,1,17.50439003707821
26500000.0,6,6.0,3.0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0,9,7,1,17.0926553286923
22500000.0,6,6.0,3.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.1,9,2,1,16.929025911619092
60000000.0,6,6.0,3.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0,9,5,5,17.909855136853043
40000000.0,9,6.0,4.0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,0,4,17.50439003707821
30000000.0,6,5.0,3.0,330,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,3.5,9,0,1,17.216707972959764
62450000.000000045,6,6.0,3.0,217,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,12.0,9,0,3,17.989897843244528
33000000.0,5,6.0,3.0,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0,9,1,1,17.312018149733785
30500000.0,5,5.0,2.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,9,7,1,17.233237274364523
28000000.0,6,6.0,3.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,9,5,1,17.147715103853763
41000000.0,10,5.0,4.0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,9,5,1,17.529082649058825
27000000.0,6,6.0,3.0,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5,9,0,3,17.11134746100564
22000000.0,5,5.0,3.0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.1,9,0,5,16.906553056777135
37000000.0,5,5.0,3.0,64,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,8.0,9,5,1,17.426428497635523
46000000.0,4,3.0,2.5,145,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,6.75,9,6,2,17.6441519761925
22500000.0,5,3.0,3.0,235,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,4.0,9,0,6,16.929025911619092
29000000.0,3,3.0,2.0,28,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,4.5,1,1,1,17.182806422433504
31000000.0,3,4.0,3.0,247,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,9,0,1,17.249497794707484
42500000.0,1,1.0,1.0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3125,9,7,6,17.565014657424058
37500000.0,5,5.0,3.0,64,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,5.0,9,5,6,17.439851517607305
25000000.0,3,4.0,2.0,237,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,4.5,12,0,3,17.034386422832473
32500000.0,4,4.0,2.0,45,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,7.0,1,4,4,17.296750678069195
7700000.0,4,2.0,2.0,301,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.0,3,0,3,15.856731016694036
20000000.0,7,3.0,2.5,216,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,4.3125,9,7,3,16.811242881518265
19000000.0,7,4.0,3.5,327,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,3.0,1,7,3,16.759949589762293
33500000.0,1,4.0,3.0,64,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,4.0,9,5,1,17.32705602664604
37000000.0,1,1.0,1.0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.125,9,2,1,17.426428497635523
36000000.0,1,1.0,1.0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,9,0,6,17.399029524198163
12500000.0,2,1.0,1.0,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,3.0,12,7,3,16.341239282272525
19500000.0,5,3.0,2.5,147,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,3.25,12,0,3,16.785925074816024
22000000.0,5,3.0,2.5,147,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,3.5,12,7,3,16.906553056777135
21500000.0,4,3.0,2.5,147,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,4.0,12,0,3,16.88356353960952
19500000.0,4,3.0,2.5,147,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,3.5,12,2,3,16.785925074816024
19000000.0,4,3.0,2.5,62,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,3.0,12,4,3,16.759949589762293
18000000.0,4,3.0,2.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,12,4,3,16.705882371415992
37000000.0,8,5.0,3.0,340,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.4375,9,4,3,17.426428497635523
34000000.0,6,3.0,3.0,340,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4.0,9,4,3,17.341871111992198
26000000.0,8,4.0,3.0,219,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,4.125,9,4,3,17.073607134447293
22000000.0,5,3.0,1.0,341,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.5,9,6,6,16.906553056777135
23000000.0,7,3.0,1.0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,9,2,6,16.951004817371683
15500000.0,5,2.0,1.0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.625,9,3,6,16.5563506464056
57500000.0,1,1.0,1.0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,9,2,1,17.867295523158884
17000000.0,4,3.0,2.5,163,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,4.0,9,3,1,16.648723960844016
12500000.0,2,1.0,1.5,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3.25,12,4,3,16.341239282272525
45000000.0,4,4.0,3.0,64,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,11.0,9,6,6,17.622173069956816
12500000.0,2,1.0,1.5,363,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,12,4,3,16.341239282272525
19000000.0,4,3.0,2.5,147,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,3.5,12,3,3,16.759949589762293
32000000.0,1,1.0,1.0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9,6,6,17.281246492014
15500000.0,2,1.0,1.5,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,6,3,16.5563506464056
3000000.0,1,1.0,1.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,9,7,4,14.914123179965662
2350000.0,1,1.0,1.0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9,4,1,14.669926311652166
4100000.0,1,1.0,1.0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,0,5,15.226497775576943
200000.0,1,1.0,1.0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9,3,6,12.206077645517674
3500000.0,1,1.0,1.0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,9,4,4,15.068273812173889
30000.0,2,1.0,1.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,7,6,10.308985993422082
1500000.0,1,1.0,1.0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9,0,2,14.220976332738882
1100000.0,1,1.0,1.0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,4,6,13.910821646859096
8500000.0,1,1.0,1.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,9,4,6,15.955576839107596
2850000.0,1,1.0,1.0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,4,6,14.862829903121964
1450000.0,1,1.0,1.0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9,7,6,14.187074804051692
3500000.0,1,1.0,1.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9,4,1,15.068273812173889
1000000.0,1,1.0,1.0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,9,1,6,13.815511557963774
4200000.0,1,1.0,1.0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,9,4,6,15.250595321348806
22000.0,2,1.0,1.0,380,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.5,9,7,6,9.90353755128617
2100000.0,1,1.0,1.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,4,6,14.557448378884017
32000.0,2,2.0,5.0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9218407596785974,9,7,6,10.373522431293592
3500000.0,1,1.0,1.0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,12,6,3,15.068273812173889
75000.0,7,6.4500000000000455,3.0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,4,1,11.225256725762891
30000.0,1,1.0,1.0,198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,10.0,9,0,6,10.308985993422082
2450000.0,1,1.0,1.0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9,2,6,14.711598990684092
22000.0,1,1.0,1.0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9057706355003652,9,4,6,9.90353755128617
65000.0,1,1.0,1.0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9349890430971513,9,4,6,11.082157933374816
2500000.0,1,1.0,1.0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9,4,1,14.731801689838347
35000.0,1,1.0,5.0,209,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,9.0,12,0,1,10.463131911491969
5700000.0,1,1.0,1.0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,0,1,15.55597690824336
3000000.0,1,1.0,1.0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9,6,5,14.914123179965662
60000.0,1,2.0,4.5,201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.483564645726808,9,1,1,11.002116507732016
5500000.0,1,1.0,1.0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,9,4,6,15.520258832020865
7000000.0,1,1.0,1.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9,0,1,15.76142084987672
25000.0,2,2.0,3.0,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,3.1701972242512784,12,7,2,10.12667110305036
30000.0,1,1.0,2.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.460920379839299,9,0,1,10.308985993422082
550000.0,1,1.0,1.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,1,4,3,13.21767537538882
115000.0,1,1.0,1.0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.090577063550037,12,2,6,11.652696102959752
35000000.0,1,1.0,1.0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.090577063550037,12,2,6,17.370858648025116
3000000.0,1,1.0,1.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9,1,6,14.914123179965662
23000000.0,3,3.0,1.0,273,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,4.62527392257122,9,4,6,16.951004817371683
80000.0,3,2.0,4.0,367,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,4.423666910153397,9,1,1,11.289794413577894
35000.0,2,2.0,3.0,156,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,6.0,12,0,5,10.463131911491969
290000.0,1,1.0,1.0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2.6296566837107376,9,0,4,12.577639650232571
150000.0,3,4.0,3.0,37,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,5.0,9,4,6,11.918397239722838
11000000.0,1,1.0,1.0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,9,1,6,16.213405921671733
55000.0,1,1.0,1.0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9,1,6,10.915106645867503
11000000.0,1,1.0,1.0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9,4,6,16.213405921671733
22000.0,1,1.0,1.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,3,4,1,9.90353755128617
3500000.0,1,1.0,1.0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,12,0,6,15.068273812173889
16500000.0,3,2.0,5.0,43,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,3.506208911614317,12,0,1,16.61887099947687
60000.0,4,3.0,1.0,142,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.0,12,0,6,11.002116507732016
70000.0,4,3.0,1.0,309,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,4.0,1,0,6,11.156264806643742
120000.0,5,4.0,1.0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,12,0,6,11.695255355062796
2400000.0,1,1.0,1.0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,5,1,14.690979711984754
3000000.0,1,1.0,1.0,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7.75,12,0,1,14.914123179965662
70000.0,1,1.0,4.0,98,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,6.0,9,0,1,11.156264806643742
3500000.0,1,1.0,1.0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9,6,6,15.068273812173889
760000.0,1,1.0,1.0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9,3,6,13.541075028051122
