Bedroom,Neighborhood_encoded,Has_Air_condition,Has_Backyard,Has_Balcony,Has_Cafeteria,Has_Cctv,Has_Deck,Has_Drainage,Has_Electricity_backup,Has_Fencing,Has_Frontyard,Has_Garage,Has_Garden,Has_Gym,Has_Intercom,Has_Internet,Has_Jacuzzi,Has_Kids_playground,Has_Lawn,Has_Lift,Has_Maintenance,Has_Microwave,Has_Modular_kitchen,Has_Parking,Has_Security_staff,Has_Solar_water,Has_Store_room,Has_Swimming_pool,Has_Tv_cable,Has_Washing_machine,Has_Water_supply,Has_Water_tank,Has_Water_well,Has_Wifi,Area_Aana,City_encoded,Face_encoded,Road Type_encoded,Area_Aana_log,Floors_log,Bathroom_log
10,116,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,9,2,1,3.4965075614664802,1.0986122886681098,1.791759469228055
1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9,1,1,1.3862943611198906,0.6931471805599453,0.6931471805599453
1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,9,0,6,1.8718021769015913,0.6931471805599453,0.6931471805599453
1,67,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,4.090577063550037,9,0,1,1.62739119615007,0.6931471805599453,0.6931471805599453
1,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.0,1,3,1,5.176149732573829,0.6931471805599453,0.6931471805599453
7,75,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,8.5,9,0,3,2.2512917986064953,1.3862943611198906,1.9459101490553132
10,267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.0,9,7,1,1.6094379124341003,1.791759469228055,1.6094379124341003
1,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,9,2,6,2.833213344056216,0.6931471805599453,0.6931471805599453
1,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9,0,1,1.791759469228055,0.6931471805599453,0.6931471805599453
2,97,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2.308254200146092,12,0,1,1.196420618267765,0.6931471805599453,0.6931471805599453
4,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,12,7,1,1.4469189829363254,1.3862943611198906,1.3862943611198906
3,135,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,3.0625,12,4,1,1.4017985476558559,1.252762968495368,1.0986122886681098
3,29,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,3.6785975164353535,12,0,1,1.5429983890423855,2.302585092994046,1.0986122886681098
1,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9,5,1,2.3978952727983707,0.6931471805599453,0.6931471805599453
1,246,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10.0,9,0,1,2.3978952727983707,1.3862943611198906,0.6931471805599453
3,64,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4.0,9,1,1,1.6094379124341003,1.0986122886681098,1.6094379124341003
1,375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20.0,9,2,6,3.044522437723423,0.6931471805599453,0.6931471805599453
1,302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.0,9,4,1,2.1972245773362196,1.791759469228055,0.6931471805599453
1,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,9,2,6,1.6582280766035324,0.6931471805599453,0.6931471805599453
4,326,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.0,9,5,1,2.1972245773362196,1.3862943611198906,1.3862943611198906
1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,9,5,1,1.824549292051046,0.6931471805599453,0.6931471805599453
1,59,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,9,6,6,1.3862943611198906,1.791759469228055,0.6931471805599453
1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,9,2,1,4.174387269895637,0.6931471805599453,0.6931471805599453
1,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.96,9,5,1,3.827771452980555,0.6931471805599453,0.6931471805599453
10,356,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3.0,9,3,1,1.3862943611198906,1.3862943611198906,0.6931471805599453
10,213,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0,9,2,1,1.9459101490553132,1.3862943611198906,0.6931471805599453
8,198,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,9,2,6,1.6094379124341003,1.3862943611198906,1.3862943611198906
1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,2,3,1.6094379124341003,0.6931471805599453,0.6931471805599453
4,37,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.0,9,4,6,1.9459101490553132,1.3862943611198906,1.6094379124341003
7,38,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,14.0,9,0,1,2.70805020110221,1.3862943611198906,2.1972245773362196
1,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9,5,3,2.3978952727983707,0.6931471805599453,0.6931471805599453
1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,4,3,1.6094379124341003,0.6931471805599453,0.6931471805599453
10,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,0,6,1.6094379124341003,1.6094379124341003,0.6931471805599453
10,179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,9,2,1,1.9459101490553132,1.6094379124341003,2.3978952727983707
1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,0,1,1.6094379124341003,0.6931471805599453,0.6931471805599453
4,198,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,7.0,9,2,6,2.0794415416798357,1.3862943611198906,1.6094379124341003
8,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,9,1,5,1.5040773967762742,2.3978952727983707,1.3862943611198906
3,128,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,3.0,9,0,3,1.3862943611198906,1.252762968495368,1.3862943611198906
1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9,0,6,2.0794415416798357,0.6931471805599453,0.6931471805599453
4,170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9,7,3,1.3862943611198906,1.3862943611198906,1.791759469228055
1,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0,18,1,5,5.262690188904886,0.6931471805599453,0.6931471805599453
8,220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4.0,9,5,1,1.6094379124341003,1.3862943611198906,1.9459101490553132
5,64,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,4.0,9,0,4,1.6094379124341003,1.3862943611198906,1.791759469228055
1,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.0,18,4,1,6.175867270105761,0.6931471805599453,0.6931471805599453
7,64,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,5.0,9,6,1,1.791759469228055,1.3862943611198906,1.9459101490553132
6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,9,4,1,1.840549633397487,1.3862943611198906,1.9459101490553132
5,63,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,3.0,9,4,2,1.3862943611198906,1.252762968495368,1.3862943611198906
6,367,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9,0,4,1.3862943611198906,1.3862943611198906,1.9459101490553132
6,124,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,19.0,9,0,1,2.995732273553991,1.3862943611198906,1.9459101490553132
1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,9,0,1,2.995732273553991,0.6931471805599453,0.6931471805599453
6,367,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.0,9,5,1,1.6094379124341003,1.3862943611198906,1.9459101490553132
5,143,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4.0,9,1,3,1.6094379124341003,1.3862943611198906,1.791759469228055
5,38,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.0,9,0,1,2.4849066497880004,1.3862943611198906,1.791759469228055
5,247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,5.0,9,0,1,1.791759469228055,1.3862943611198906,1.791759469228055
5,64,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,8.5,9,7,3,2.2512917986064953,1.3862943611198906,1.791759469228055
5,361,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,7.0,9,0,1,2.0794415416798357,1.3862943611198906,1.791759469228055
1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,9,0,1,3.4965075614664802,0.6931471805599453,0.6931471805599453
6,367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,4.0,9,0,1,1.6094379124341003,1.3862943611198906,1.9459101490553132
5,64,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,5.0,9,4,1,1.791759469228055,1.3862943611198906,1.791759469228055
1,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9,4,1,1.791759469228055,0.6931471805599453,0.6931471805599453
1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,9,0,1,2.1972245773362196,0.6931471805599453,0.6931471805599453
5,38,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,4.1,9,0,1,1.62924053973028,1.3862943611198906,1.791759469228055
1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,9,0,1,2.833213344056216,0.6931471805599453,0.6931471805599453
1,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4375,9,5,3,1.490091154801534,0.6931471805599453,0.6931471805599453
3,311,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,5.259313367421475,12,4,1,1.83407049338067,2.6390573296152584,1.0986122886681098
1,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,11,4,1,4.394449154672439,0.6931471805599453,0.6931471805599453
2,147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2.0452885317750185,12,5,3,1.113595652592348,1.3862943611198906,0.6931471805599453
6,51,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,4.0,9,0,1,1.6094379124341003,1.3862943611198906,1.791759469228055
6,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,0,1,1.6094379124341003,1.3862943611198906,1.791759469228055
1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,12,5,5,1.4586150226995167,0.6931471805599453,0.6931471805599453
4,341,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,4.75,9,4,2,1.749199854809259,0.9162907318741551,1.0986122886681098
9,361,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,14.5,9,1,1,2.740840023925201,1.8718021769015913,1.9459101490553132
4,365,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,5.75,9,0,1,1.9095425048844386,1.0986122886681098,1.3862943611198906
4,102,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,20.0,12,4,1,3.044522437723423,1.252762968495368,1.0986122886681098
2,173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,3.0,9,1,3,1.3862943611198906,0.6931471805599453,0.6931471805599453
5,142,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,10.0,12,0,1,2.3978952727983707,1.3862943611198906,1.3862943611198906
1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,9,0,1,1.9459101490553132,0.6931471805599453,0.6931471805599453
6,328,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,4.0,9,0,2,1.6094379124341003,1.252762968495368,1.791759469228055
5,147,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,3.25,12,4,1,1.4469189829363254,1.252762968495368,1.3862943611198906
6,147,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,3.5,12,4,1,1.5040773967762742,1.252762968495368,1.3862943611198906
4,64,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,7.0,9,0,3,2.0794415416798357,1.0986122886681098,1.6094379124341003
5,220,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,14.0,9,0,1,2.70805020110221,1.0986122886681098,1.6094379124341003
1,148,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,11.0,9,0,1,2.4849066497880004,1.0986122886681098,1.6094379124341003
4,323,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,5.0,9,0,3,1.791759469228055,1.0986122886681098,1.3862943611198906
4,252,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,5.0,9,5,1,1.791759469228055,1.0986122886681098,1.3862943611198906
1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,9,0,1,2.833213344056216,0.6931471805599453,0.6931471805599453
1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,9,5,1,1.9459101490553132,0.6931471805599453,0.6931471805599453
4,372,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,4.0,9,0,1,1.6094379124341003,1.0986122886681098,1.3862943611198906
4,75,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,16.0,9,0,1,2.833213344056216,0.6931471805599453,1.6094379124341003
4,137,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,5.0,9,0,1,1.791759469228055,0.6931471805599453,1.3862943611198906
4,367,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,4.0,9,0,1,1.6094379124341003,1.0986122886681098,1.3862943611198906
4,64,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,7.0,9,0,1,2.0794415416798357,0.6931471805599453,1.6094379124341003
1,14,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,21.0,9,0,1,3.091042453358316,0.6931471805599453,1.6094379124341003
4,98,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,5.0,9,0,1,1.791759469228055,1.0986122886681098,1.6094379124341003
4,75,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,12.0,9,5,1,2.5649493574615367,1.0986122886681098,1.6094379124341003
4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,52.0,9,0,1,3.970291913552122,0.6931471805599453,1.6094379124341003
4,125,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,9.0,9,5,1,2.302585092994046,1.0986122886681098,1.6094379124341003
4,213,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,9.0,9,5,1,2.302585092994046,0.6931471805599453,1.6094379124341003
4,213,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,8.0,9,5,1,2.1972245773362196,1.0986122886681098,1.3862943611198906
6,263,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,5.0,9,0,1,1.791759469228055,1.0986122886681098,1.3862943611198906
5,4,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,6.0,9,2,1,1.9459101490553132,1.0986122886681098,1.6094379124341003
4,170,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,4.0,9,2,1,1.6094379124341003,1.0986122886681098,1.3862943611198906
5,146,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,9.0,9,5,1,2.302585092994046,1.0986122886681098,1.6094379124341003
5,170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.2,9,0,1,1.4350845252893227,1.3862943611198906,1.791759469228055
10,55,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,10.0,9,1,4,2.3978952727983707,1.5040773967762742,1.791759469228055
6,170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,4.0,9,0,1,1.6094379124341003,1.3862943611198906,1.791759469228055
5,340,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7.0,9,0,4,2.0794415416798357,1.3862943611198906,1.791759469228055
1,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,9,0,5,1.8082887711792655,0.6931471805599453,0.6931471805599453
4,220,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.0,9,7,1,2.1972245773362196,1.0986122886681098,1.6094379124341003
5,143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,5.5,9,3,3,1.8718021769015913,1.3862943611198906,1.791759469228055
5,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,7.0,9,0,1,2.0794415416798357,1.3862943611198906,1.9459101490553132
3,29,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,3.6785975164353535,12,0,6,1.5429983890423855,1.6094379124341003,1.0986122886681098
8,220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,9,5,1,1.6094379124341003,1.6094379124341003,2.0794415416798357
5,64,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5.0,9,4,3,1.791759469228055,1.3862943611198906,1.791759469228055
1,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,2,6,1.6094379124341003,0.6931471805599453,0.6931471805599453
5,64,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6.0,9,0,1,1.9459101490553132,1.3862943611198906,1.791759469228055
4,124,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,9.0,9,0,5,2.302585092994046,1.3862943611198906,1.791759469228055
1,126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,4.0,9,0,1,1.6094379124341003,0.6931471805599453,0.6931471805599453
1,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,9,1,1,2.833213344056216,0.6931471805599453,0.6931471805599453
5,147,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,2.5,12,7,3,1.252762968495368,1.252762968495368,1.3862943611198906
6,147,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,3.5,12,1,3,1.5040773967762742,1.252762968495368,1.3862943611198906
6,310,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5,9,3,3,1.5040773967762742,1.3862943611198906,1.791759469228055
5,147,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,3.5,12,7,3,1.5040773967762742,1.252762968495368,1.0986122886681098
6,143,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0,9,2,3,1.6094379124341003,1.3862943611198906,1.791759469228055
6,46,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4.0,9,0,1,1.6094379124341003,1.3862943611198906,1.9459101490553132
6,129,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,6.5,9,4,5,2.0149030205422647,1.3862943611198906,1.9459101490553132
5,64,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,4.5,9,6,4,1.7047480922384253,1.3862943611198906,1.791759469228055
6,367,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,9,4,3,1.6094379124341003,1.3862943611198906,1.791759469228055
