Price,Bedroom,Bathroom,Floors,Neighborhood_encoded,Has_Air_condition,Has_Backyard,Has_Balcony,Has_Cafeteria,Has_Cctv,Has_Deck,Has_Drainage,Has_Electricity_backup,Has_Fencing,Has_Frontyard,Has_Garage,Has_Garden,Has_Gym,Has_Intercom,Has_Internet,Has_Jacuzzi,Has_Kids_playground,Has_Lawn,Has_Lift,Has_Maintenance,Has_Microwave,Has_Modular_kitchen,Has_Parking,Has_Security_staff,Has_Solar_water,Has_Store_room,Has_Swimming_pool,Has_Tv_cable,Has_Washing_machine,Has_Water_supply,Has_Water_tank,Has_Water_well,Has_Wifi,Area_Aana,City_encoded,Face_encoded,Road Type_encoded,Log_Price,Area_per_room,Bathroom_per_floor,Amenity_score
22500000.0,5,3.0,3.0,235,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,4.0,9,0,6,16.929025911619092,0.8,1.0,1
29000000.0,3,3.0,2.0,28,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,4.5,1,1,1,17.182806422433504,1.5,1.5,3
31000000.0,3,4.0,3.0,247,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,9,0,1,17.249497794707484,1.0,1.3333333333333333,1
42500000.0,1,1.0,1.0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3125,9,7,6,17.565014657424058,5.3125,1.0,0
37500000.0,5,5.0,3.0,64,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,5.0,9,5,6,17.439851517607305,1.0,1.6666666666666667,2
25000000.0,3,4.0,2.0,237,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,4.5,12,0,3,17.034386422832473,1.5,2.0,1
32500000.0,4,4.0,2.0,45,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,7.0,1,4,4,17.296750678069195,1.75,2.0,2
7700000.0,4,2.0,2.0,301,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.0,3,0,3,15.856731016694036,1.5,1.0,2
20000000.0,7,3.0,2.5,216,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,4.3125,9,7,3,16.811242881518265,0.6160714285714286,1.2,2
19000000.0,7,4.0,3.5,327,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,3.0,1,7,3,16.759949589762293,0.42857142857142855,1.1428571428571428,2
33500000.0,1,4.0,3.0,64,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,4.0,9,5,1,17.32705602664604,4.0,1.3333333333333333,4
37000000.0,1,1.0,1.0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.125,9,2,1,17.426428497635523,5.125,1.0,0
36000000.0,1,1.0,1.0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,9,0,6,17.399029524198163,7.5,1.0,0
12500000.0,2,1.0,1.0,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,3.0,12,7,3,16.341239282272525,1.5,1.0,1
19500000.0,5,3.0,2.5,147,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,3.25,12,0,3,16.785925074816024,0.65,1.2,1
22000000.0,5,3.0,2.5,147,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,3.5,12,7,3,16.906553056777135,0.7,1.2,1
21500000.0,4,3.0,2.5,147,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,4.0,12,0,3,16.88356353960952,1.0,1.2,1
19500000.0,4,3.0,2.5,147,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,3.5,12,2,3,16.785925074816024,0.875,1.2,2
19000000.0,4,3.0,2.5,62,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,3.0,12,4,3,16.759949589762293,0.75,1.2,1
18000000.0,4,3.0,2.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,12,4,3,16.705882371415992,0.75,1.2,0
37000000.0,8,5.0,3.0,340,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.4375,9,4,3,17.426428497635523,0.6796875,1.6666666666666667,1
34000000.0,6,3.0,3.0,340,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4.0,9,4,3,17.341871111992198,0.6666666666666666,1.0,1
26000000.0,8,4.0,3.0,219,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,4.125,9,4,3,17.073607134447293,0.515625,1.3333333333333333,2
22000000.0,5,3.0,1.0,341,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.5,9,6,6,16.906553056777135,1.3,3.0,1
23000000.0,7,3.0,1.0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,9,2,6,16.951004817371683,0.5714285714285714,3.0,0
15500000.0,5,2.0,1.0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.625,9,3,6,16.5563506464056,0.725,2.0,0
57500000.0,1,1.0,1.0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,9,2,1,17.867295523158884,6.25,1.0,0
17000000.0,4,3.0,2.5,163,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,4.0,9,3,1,16.648723960844016,1.0,1.2,1
12500000.0,2,1.0,1.5,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3.25,12,4,3,16.341239282272525,1.625,0.6666666666666666,0
45000000.0,4,4.0,3.0,64,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,11.0,9,6,6,17.622173069956816,2.75,1.3333333333333333,4
12500000.0,2,1.0,1.5,363,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,12,4,3,16.341239282272525,1.5,0.6666666666666666,0
19000000.0,4,3.0,2.5,147,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,3.5,12,3,3,16.759949589762293,0.875,1.2,1
32000000.0,1,1.0,1.0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9,6,6,17.281246492014,10.0,1.0,0
15500000.0,2,1.0,1.5,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,6,3,16.5563506464056,2.0,0.6666666666666666,0
3000000.0,1,1.0,1.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,9,7,4,14.914123179965662,12.0,1.0,0
2350000.0,1,1.0,1.0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9,4,1,14.669926311652166,5.0,1.0,0
4100000.0,1,1.0,1.0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,0,5,15.226497775576943,4.0,1.0,0
200000.0,1,1.0,1.0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9,3,6,12.206077645517674,10.0,1.0,0
3500000.0,1,1.0,1.0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,9,4,4,15.068273812173889,6.1,1.0,0
30000.0,2,1.0,1.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,7,6,10.308985993422082,2.0,1.0,0
1500000.0,1,1.0,1.0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9,0,2,14.220976332738882,7.0,1.0,0
1100000.0,1,1.0,1.0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,4,6,13.910821646859096,4.0,1.0,0
8500000.0,1,1.0,1.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,9,4,6,15.955576839107596,5.5,1.0,0
2850000.0,1,1.0,1.0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,4,6,14.862829903121964,4.0,1.0,0
1450000.0,1,1.0,1.0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9,7,6,14.187074804051692,5.0,1.0,0
3500000.0,1,1.0,1.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9,4,1,15.068273812173889,10.0,1.0,0
1000000.0,1,1.0,1.0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,9,1,6,13.815511557963774,3.0,1.0,0
4200000.0,1,1.0,1.0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,9,4,6,15.250595321348806,8.0,1.0,0
22000.0,2,1.0,1.0,380,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.5,9,7,6,9.90353755128617,2.75,1.0,0
2100000.0,1,1.0,1.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,4,6,14.557448378884017,6.0,1.0,0
32000.0,2,2.0,5.0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9218407596785974,9,7,6,10.373522431293592,1.4609203798392987,0.4,0
3500000.0,1,1.0,1.0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,12,6,3,15.068273812173889,4.5,1.0,0
75000.0,7,6.4500000000000455,3.0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,4,1,11.225256725762891,1.2857142857142858,2.150000000000015,0
30000.0,1,1.0,1.0,198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,10.0,9,0,6,10.308985993422082,10.0,1.0,1
2450000.0,1,1.0,1.0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9,2,6,14.711598990684092,5.0,1.0,0
22000.0,1,1.0,1.0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9057706355003652,9,4,6,9.90353755128617,0.9057706355003652,1.0,0
65000.0,1,1.0,1.0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9349890430971513,9,4,6,11.082157933374816,0.9349890430971513,1.0,0
2500000.0,1,1.0,1.0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9,4,1,14.731801689838347,9.0,1.0,0
35000.0,1,1.0,5.0,209,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,9.0,12,0,1,10.463131911491969,9.0,0.2,3
5700000.0,1,1.0,1.0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,0,1,15.55597690824336,4.0,1.0,0
3000000.0,1,1.0,1.0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9,6,5,14.914123179965662,5.0,1.0,0
60000.0,1,2.0,4.5,201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.483564645726808,9,1,1,11.002116507732016,2.483564645726808,0.4444444444444444,0
5500000.0,1,1.0,1.0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,9,4,6,15.520258832020865,12.0,1.0,0
7000000.0,1,1.0,1.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9,0,1,15.76142084987672,7.0,1.0,0
25000.0,2,2.0,3.0,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,3.1701972242512784,12,7,2,10.12667110305036,1.5850986121256392,0.6666666666666666,0
30000.0,1,1.0,2.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.460920379839299,9,0,1,10.308985993422082,1.460920379839299,0.5,0
550000.0,1,1.0,1.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,1,4,3,13.21767537538882,10.75,1.0,0
115000.0,1,1.0,1.0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.090577063550037,12,2,6,11.652696102959752,4.090577063550037,1.0,0
35000000.0,1,1.0,1.0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.090577063550037,12,2,6,17.370858648025116,4.090577063550037,1.0,0
3000000.0,1,1.0,1.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9,1,6,14.914123179965662,5.0,1.0,0
23000000.0,3,3.0,1.0,273,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,4.62527392257122,9,4,6,16.951004817371683,1.5417579741904068,3.0,3
80000.0,3,2.0,4.0,367,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,4.423666910153397,9,1,1,11.289794413577894,1.474555636717799,0.5,1
35000.0,2,2.0,3.0,156,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,6.0,12,0,5,10.463131911491969,3.0,0.6666666666666666,1
290000.0,1,1.0,1.0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2.6296566837107376,9,0,4,12.577639650232571,2.6296566837107376,1.0,1
150000.0,3,4.0,3.0,37,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,5.0,9,4,6,11.918397239722838,1.6666666666666667,1.3333333333333333,2
11000000.0,1,1.0,1.0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,9,1,6,16.213405921671733,9.75,1.0,0
55000.0,1,1.0,1.0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9,1,6,10.915106645867503,1.0,1.0,0
11000000.0,1,1.0,1.0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9,4,6,16.213405921671733,10.0,1.0,0
